"REGION","CLIENTE","SUCURSAL","MODELO","NUM_SERIE","L/F","STATUS"
"BAJIO","Heineken","QUERETARO","BCS-160","GA21120298","L","Activo"
"BAJIO","Heineken","QUERETARO","KUAN CANVAS","K212-8812210040","L","Activo"
"NORESTE","Heineken","REYNOSA","CY-I50","CY-I501Y20250606013","L","Activo"
"NORESTE","Heineken","REYNOSA","BCS-160","GA22070668","L","Activo"
"NORESTE","Heineken","REYNOSA","BCS-160","GA22070669","L","Activo"
"NORESTE","Heineken","REYNOSA","KUAN CANVAS","K212-8812210104","L","Activo"
"NORESTE","Heineken","REYNOSA","KUAN CANVAS","K212-8807220162","L","Activo"
"NORESTE","Heineken","RODEO","BEAM CANVAS","B1312-8808230738","F","Activo"
"NORESTE","Heineken","RODEO","CY-I50","CY-I501Y202508084006","F","Activo"
"NORESTE","Heineken","SALTILLO","CY-I50","CY-I501Y20250606012","F","Activo"
"NORESTE","Heineken","SALTILLO","BCS-160","GA22070671","F","Activo"
"NORESTE","Heineken","SALTILLO","KUAN CANVAS","K212-8812210101","F","Activo"
"NORESTE","Heineken","SALTILLO","KUAN CANVAS","K212-8807220151","F","Activo"
"METRO","Heineken","SAN BARTOLO TUTOLTEPEC","BEAM CANVAS","B1312-8810230826","F","Activo"
"NOROESTE","Heineken","SAN FELIPE","BEAM CANVAS","MOSI","F","Activo"
"NOROESTE","Heineken","SAN FELIPE","CY-I50","CY-I501Y20250804001","","Activo"
"BAJIO","Heineken","SAN LUIS POTOSI","CY-I50","CY-I501Y20250606030","F","Activo"
"BAJIO","Heineken","SAN LUIS POTOSI","BCS-160","GA21120300","F","Activo"
"BAJIO","Heineken","SAN LUIS POTOSI","KUAN CANVAS","K212-8812210038","F","Activo"
"NOROESTE","Heineken","SAN LUIS RIO COLORADO","KUAN CANVAS","K4-9821119","F","Activo"
"NORESTE","Heineken","TAMPICO","CY-I50","CY-I501Y20250606015","F","Activo"
"NORESTE","Heineken","TAMPICO","BCS-160","16017100047","F","Activo"
"NORESTE","Heineken","TAMPICO","KUAN CANVAS","K212-8808220184","F","Activo"
"GOLFO / SURESTE","Heineken","TANTOYUCA","BCS-160","GA22080223","F","Activo"
"GOLFO / SURESTE","Heineken","TANTOYUCA","KUAN CANVAS","K212-8812210091","F","Activo"
"GOLFO / SURESTE","Heineken","TEAPA","BEAM CANVAS","B1312-8810230814","F","Activo"
"GOLFO / SURESTE","Heineken","TEAPA","CY-I50","CY-I501Y20250804016","F","Activo"
"METRO","Heineken","TECAMAC","CY-I50","CY-I501Y20250606006","L","Activo"
"METRO","Heineken","TECAMAC","KUAN CANVAS","K212-8807220160","L","Activo"
"METRO","Heineken","TECAMACHALCO","BCS-160","GA21120294","F","Activo"
"METRO","Heineken","TECAMACHALCO","KUAN CANVAS","K212-8812210028","F","Activo"
"NOROESTE","Heineken","TECATE","BCS-160","GA21120307","F","Activo"
"NOROESTE","Heineken","TECATE","KUAN CANVAS","K212-8812210035","F","Activo"
"OCCIDENTE","Heineken","TECUALA","BEAM CANVAS","B1312-8808230740","F","Activo"
"OCCIDENTE","Heineken","TECUALA","CY-I50","CY-I501Y20250804009","F","Activo"
"METRO","Heineken","TEHUACAN","BCS-160","GA21120295","F","Activo"
"METRO","Heineken","TEHUACAN","KUAN CANVAS","K212-8812210022","F","Activo"
"GOLFO / SURESTE","Heineken","TEHUANTEPEC","BCS-160","GA21120285","F","Activo"
"GOLFO / SURESTE","Heineken","TEHUANTEPEC","KUAN CANVAS","K212-8812210016","F","Activo"
"GOLFO / SURESTE","Heineken","TEHUANTEPEC","CY-I50","CY-I501Y20250804014","F","Activo"
"OCCIDENTE","Heineken","TEPATITLAN","CY-I50","CY-I501Y20250804023","F","Activo"
"OCCIDENTE","Heineken","TEPATITLAN","BEAM CANVAS","B1312-8810230819","F","Activo"
"GOLFO / SURESTE","Heineken","TICUL","KUAN SELLADOR","K4-9051019","F","Activo"
"NOROESTE","Heineken","TIJUANA EL FLORIDO","CY-I50","CY-I501Y20250606024","L","Activo"
"NOROESTE","Heineken","TIJUANA EL FLORIDO","BCS-160","GA22071286","L","Activo"
"NOROESTE","Heineken","TIJUANA EL FLORIDO","KUAN CANVAS","K212-8808220175","L","Activo"
"NOROESTE","Heineken","TIJUANA EL FLORIDO","KUAN CANVAS","K212-8808220177","L","Activo"
"NOROESTE","Heineken","TIJUANA LA MESA","CY-I50","CY-I501Y20250606025","L","Activo"
"NOROESTE","Heineken","TIJUANA LA MESA","BCS-160","GA21120308","L","Activo"
"NOROESTE","Heineken","TIJUANA LA MESA","KUAN CANVAS","K212-8808220179","L","Activo"
"NORESTE","LALA","PARRAL","BEAM CANVAS","B1-000954","F","Activo"
"BAJIO","LALA","ZACATECAS","BEAM CANVAS","B1-000955","F","Activo"
"BAJIO","LALA","ZAMORA","KUAN CANVAS","K4-3810621","F","Activo"
"OCCIDENTE","LALA","PUERTO VALLARTA","KUAN CANVAS","K212-8806220125","L","Activo"
"NOROESTE","BEBIDAS REFRESCANTES NAVOJOA","Nogales","KUAN CANVAS","K4-3570621","L","Activo"
"BAJIO","LALA","DOLORES HIDALGO","KUAN CANVAS","K212-8812210053","F","Activo"
"NOROESTE","ARCA CONTINENTAL","MEXICALI","KUAN CANVAS","K212-8812210077","L","Activo"
"METRO","PEPSICO","NAUCALPAN","KUAN CANVAS","K212-8812210064","L","Activo"
"METRO","PEPSICO","NAUCALPAN","KUAN CANVAS","k212-8812210076","L","Activo"
"METRO","PEPSICO","NAUCALPAN","KUAN CANVAS","K212-8812210073","L","Activo"
"METRO","PEPSICO","NAUCALPAN","KUAN CANVAS","K212-8812210071","L","Activo"
"METRO","PEPSICO","SAN ANTONIO","KUAN CANVAS","K212-8812210059","L","Activo"
"METRO","PEPSICO","SAN ANTONIO","KUAN CANVAS","K212-8812210075","L","Activo"
"METRO","PEPSICO","SAN ANTONIO","KUAN CANVAS","K212-8812210074","L","Activo"
"METRO","PEPSICO","SAN ANTONIO","KUAN CANVAS","K212-8812210060","L","Activo"
"METRO","PEPSICO","SAN ANTONIO","KUAN CANVAS","K212-8812210057","L","Activo"
"METRO","DANONE","ECATEPEC","KUAN CANVAS","K212-8806220117","L","Activo"
"BAJIO","LALA","SAN LUIS POTOSÍ 2","KUAN CANVAS","K212-8806220122","F","Activo"
"METRO","SERVICIO SAN PEDRO","SAN PEDRO","KUAN CANVAS","K212-8806220120","L","Activo"
"GUERRERO","ENERCOSTA","CHILPANCINGO","KUAN CANVAS","K4-3750621","F","Baja"
"METRO","SINERGIA DE ENERGETICOS","CAFRALEXA","BEAM CANVAS","B1332-8808220086","L","Activo"
"METRO","SINERGIA DE ENERGETICOS","ALEFRA","BEAM CANVAS","B1332-8808220087","L","Activo"
"METRO","DE  LOS SANTOS","ZINACANTEPEC","BEAM CANVAS","B1332-8808220090","F","Activo"
"BAJIO","BONAFONT","AGUASCALIENTES","BEAM CANVAS","B1332-8808220092","L","Activo"
"NOROESTE","BONAFONT","TIJUANA","BEAM CANVAS","B1332-8808220091","L","Activo"
"BAJIO","BONAFONT","CELAYA","BEAM CANVAS","B1312-8807230647","L","Activo"
"OCCIDENTE","BONAFONT","GUADALAJARA","BEAM CANVAS","B1332-8808220093","L","Activo"
"GOLFO / SURESTE","BONAFONT","MERIDA","BEAM CANVAS","B1312-8807230653","L","Activo"
"BAJIO","BONAFONT","QUERETARO","BEAM CANVAS","B1-000157","L","Activo"
"METRO","BONAFONT","VALLE DE BRAVO","BEAM CANVAS","B1312-8807230649","F","Activo"
"GOLFO / SURESTE","PROPIMEX","MINATITLAN","KUAN CANVAS","K212-8807220146","F","Activo"
"GOLFO / SURESTE","PROPIMEX","MINATITLAN","KUAN CANVAS","K213-8809220191","F","Activo"
"GOLFO / SURESTE","PROPIMEX","ACAYUCAN","KUAN CANVAS","K212-8807220143","F","Activo"
"GOLFO / SURESTE","PROPIMEX","SAN ANDRES TUXTLA","KUAN CANVAS","K212-8807220144","F","Activo"
"GOLFO / SURESTE","PROPIMEX","PALENQUE","KUAN CANVAS","K212-8807220142","F","Activo"
"GOLFO / SURESTE","PROPIMEX","CARDENAS","KUAN CANVAS","K212-8807220141","F","Activo"
"GOLFO / SURESTE","PROPIMEX","CARDENAS","KUAN CANVAS","K212-8806220133","F","Activo"
"GOLFO / SURESTE","PROPIMEX","OCOSINGO","KUAN CANVAS","K212-8806220119","F","Activo"
"GOLFO / SURESTE","PROPIMEX","OCOSINGO","KUAN CANVAS","k212-8806220118","F","Activo"
"BAJIO","BONAFONT","IRAPUATO","BEAM CANVAS","B1312-8807230658","F","Activo"
"GOLFO / SURESTE","BONAFONT","CANCUN","BEAM CANVAS","B1312-8807230659","L","Activo"
"GOLFO / SURESTE","PROPIMEX","LAS CHOAPAS","KUAN CANVAS","K213-8809220185","F","Activo"
"METRO","GRUPO MAYORISTA SUPER TIENDAZZ","ECATEPEC","BEAM CANVAS","B1312-8807230648","L","Activo"
"NOROESTE","ARCA CONTINENTAL","MEXICALI","KUAN CANVAS","K212-8812210078","L","Activo"
"NORESTE","TIENDAS GRAND","CD. VICTORIA CENTRO","BEAM CANVAS","B1312-8807230655","F","Activo"
"OCCIDENTE","GRUPO MODELO","MANZANILLO","KUAN CANVAS","K4-4030621","F","Activo"
"METRO","LALA","CUERNAVACA","KUAN CANVAS","K4-3330521","F","Activo"
"NOROESTE","ARCA CONTINENTAL","MAZATLAN","KUAN CANVAS","K212-8806220113","L","Activo"
"NOROESTE","ARCA CONTINENTAL","NAVOJOA","KUAN CANVAS","K212-8806220116","F","Activo"
"NOROESTE","ARCA CONTINENTAL","GUAMUCHIL","KUAN CANVAS","K3-2970421","F","Activo"
"NOROESTE","ARCA CONTINENTAL","LA PAZ","KUAN CANVAS","K212-8806220114","F","Activo"
"NOROESTE","ARCA CONTINENTAL","SAN LUIS RIO COLORADO","KUAN CANVAS","K212-8806220123","F","Activo"
"GOLFO / SURESTE","ABARROTES LOO AUTO SERVICIO DEL AHORRO","TAPACHULA","BEAM CANVAS","B1332-8808220089","F","Activo"
"NOROESTE","ARCA CONTINENTAL","OBREGON","KUAN CANVAS","K212-8808220167","L","Activo"
"NOROESTE","ARCA CONTINENTAL","CULIACAN","KUAN CANVAS","K212-8807220164","L","Activo"
"NOROESTE","ARCA CONTINENTAL","CULIACAN","KUAN CANVAS","K212-8808220166","L","Activo"
"NOROESTE","ARCA CONTINENTAL","HERMOSILLO","KUAN CANVAS","K212-8808220170","L","Activo"
"NOROESTE","ARCA CONTINENTAL","HERMOSILLO","KUAN CANVAS","K212-8808220169","L","Activo"
"NOROESTE","ARCA CONTINENTAL","GUAYMAS","KUAN CANVAS","K212-8808220168","F","Activo"
"METRO","PALACIO MUNICIPAL","TLANEPANTLA","KUAN CANVAS","K212-8807220152","L","Activo"
"NOROESTE","TIENDAS GRAND","CENTRAL","BEAM CANVAS","B1312-8808230690","F","Activo"
"GOLFO / SURESTE","AUTOSERVICIO DEL AHORRO","TAPACHULA","BEAM CANVAS","B1312-8807230656","F","Activo"
"BAJIO","SUPER SERVICIOS SANTIAGUITO","MORELIA","KUAN CANVAS","K212-8807220147","F","Activo"
"NORESTE","TIENDAS GRAND","TOREO","BEAM CANVAS","B1312-8808230691","F","Activo"
"NORESTE","TIENDAS GRAND","ESTACION","BEAM CANVAS","B1312-8807230660","F","Activo"
"NOROESTE","ARCA CONTINENTAL","LOS CABOS","KUAN CANVAS","K4-4070621","F","Activo"
"NORESTE","TIENDAS GRAND","Campestre","BEAM CANVAS","B1312-8807230652","F","Activo"
"NOROESTE","TIENDAS GRAND","Carrera","BEAM CANVAS","B1312-8808230693","F","Activo"
"METRO","PALACIO MUNICIPAL","CHALCO","BEAM CANVAS","B1312-8808230692","F","Activo"
